image_index,beautiful_cat_score,cute_cat_score,lovely_cat_score,charming_cat_score,adorable_cat_score,elegant_cat_score,graceful_cat_score,pretty_cat_score,handsome_cat_score,gorgeous_cat_score,photogenic_cat_score,delightful_cat_score,attractive_cat_score,sweet_cat_score,stunning_cat_score,majestic_cat_score,fluffy_cat_score,playful_cat_score,happy_cat_score,appealing_cat_score,total_score,image_url
234,0.84341085,0.35272023,0.5213726,0.5142793,0.6286372,0.35813162,0.6192433,0.5656619,0.9093652,0.6669206,0.5291541,0.540038,0.36522496,0.5620422,0.8483345,0.38353804,0.67785525,0.08673142,0.46395364,0.44201356,10.87863,https://storage.googleapis.com/pretty_cats/image_234.jpg
235,0.7166666,0.31048936,0.8224013,0.8480484,0.428352,0.5060455,0.8305713,0.6712829,0.788398,0.64299226,0.6579648,0.74722844,0.6997295,0.30578476,0.7938046,0.41929635,0.21876521,0.13706143,0.66030973,0.29426092,11.499454,https://storage.googleapis.com/pretty_cats/image_235.jpg
236,0.82788986,0.3436355,0.7571942,0.7807474,0.8152092,0.34396985,0.7802576,0.82202345,0.8601756,0.8258518,0.7058349,0.40315145,0.34382138,0.5692709,0.97665864,0.5761731,0.35644576,0.6991654,0.73877585,0.58376884,13.110021,https://storage.googleapis.com/pretty_cats/image_236.jpg
237,0.6718672,0.3530051,0.25160784,0.31619233,0.23216933,0.28123438,0.78332555,0.48942295,0.09855294,0.48239955,0.101413585,0.6697942,0.2890639,0.49188638,0.5674203,0.32327744,0.63179445,0.32474378,0.9127974,0.57181144,8.8437805,https://storage.googleapis.com/pretty_cats/image_237.jpg
238,0.40747383,0.2237969,0.42124256,0.46665096,0.31206447,0.55742425,0.47655302,0.2318594,0.7855165,0.31807294,0.5247077,0.49461147,0.15186511,0.4111589,0.71206677,0.24717554,0.2742052,0.028059073,0.21064702,0.15580988,7.4109616,https://storage.googleapis.com/pretty_cats/image_238.jpg
239,0.87932277,0.558311,0.699402,0.8413675,0.47918856,0.53714573,0.7913072,0.46785787,0.49046585,0.6627035,0.67391306,0.8623883,0.38548627,0.6216051,0.88222766,0.37687707,0.56826794,0.77392596,0.6401527,0.22214463,12.414061,https://storage.googleapis.com/pretty_cats/image_239.jpg
240,0.54224175,0.6540468,0.20743039,0.33842936,0.32992283,0.5793865,0.52427477,0.08716327,0.015294688,0.15623686,0.036685657,0.85889757,0.060172237,0.31316453,0.036463063,0.05785547,0.1907732,0.25605914,0.74585927,0.3275141,6.3178716,https://storage.googleapis.com/pretty_cats/image_240.jpg
241,0.5658859,0.36397314,0.7345177,0.33951232,0.13750555,0.9122821,0.6874919,0.14636512,0.40058538,0.22121692,0.1478611,0.8178025,0.25575224,0.3561728,0.573781,0.2983049,0.1544537,0.44789845,0.6700152,0.8006223,9.031999,https://storage.googleapis.com/pretty_cats/image_241.jpg
242,0.6406811,0.31530964,0.5129289,0.27118686,0.45245892,0.3516128,0.8779924,0.3436325,0.90092236,0.7265825,0.09618919,0.67367446,0.3778433,0.4482319,0.572657,0.3950298,0.85902214,0.029168649,0.7398404,0.51574093,10.100707,https://storage.googleapis.com/pretty_cats/image_242.jpg
243,0.42713347,0.6321103,0.49120662,0.61894286,0.20452896,0.23984419,0.13500986,0.51595527,0.11009835,0.2556996,0.5243571,0.8285094,0.79666626,0.47190008,0.51597196,0.10567723,0.69853395,0.047062285,0.19502962,0.4680298,8.282267,https://storage.googleapis.com/pretty_cats/image_243.jpg
244,0.42036954,0.23988281,0.6101786,0.40246874,0.2373497,0.63967496,0.402794,0.17718767,0.619161,0.34183264,0.11589778,0.5455018,0.12145965,0.43622422,0.24841237,0.06389478,0.29491493,0.01515132,0.17080873,0.08439601,6.18756,https://storage.googleapis.com/pretty_cats/image_244.jpg
245,0.9572472,0.6216943,0.50275135,0.76906466,0.7884079,0.65952975,0.8240563,0.93175304,0.34468552,0.8269417,0.51032823,0.65055573,0.5442574,0.72158575,0.77563465,0.54246897,0.39262927,0.9527783,0.948583,0.73110205,13.996055,https://storage.googleapis.com/pretty_cats/image_245.jpg
246,0.50672966,0.24316648,0.4923035,0.36147282,0.57688653,0.08988962,0.7990928,0.25635102,0.8633252,0.70111346,0.19803843,0.73033416,0.19389515,0.50611275,0.3923396,0.11574328,0.8547746,0.039596822,0.43398708,0.4173749,8.772528,https://storage.googleapis.com/pretty_cats/image_246.jpg
247,0.7559285,0.8901473,0.869301,0.3535921,0.959631,0.22319083,0.26147825,0.7383969,0.42189232,0.61972845,0.2498796,0.7671468,0.101489216,0.914281,0.8551348,0.08834139,0.39106205,0.62505156,0.5370068,0.46399304,11.086673,https://storage.googleapis.com/pretty_cats/image_247.jpg
248,0.9247515,0.7889703,0.8537661,0.8977713,0.92602247,0.5321787,0.54142165,0.87603164,0.63356745,0.8766026,0.7452199,0.62964565,0.5373416,0.8763577,0.9773595,0.09618537,0.1543887,0.94913423,0.43617496,0.39920947,13.652101,https://storage.googleapis.com/pretty_cats/image_248.jpg
249,0.35173455,0.13143474,0.6685253,0.2742553,0.4136844,0.9042867,0.7776467,0.5152679,0.5591189,0.19162975,0.45590162,0.76322323,0.74856347,0.39322618,0.8078171,0.5246839,0.089633115,0.9417539,0.9045035,0.82991964,11.24681,https://storage.googleapis.com/pretty_cats/image_249.jpg
0,0.7241972,0.18918586,0.6711258,0.6361651,0.55092263,0.31252405,0.79389507,0.43042412,0.88344824,0.6905794,0.6337955,0.64634687,0.3262358,0.28204012,0.89551586,0.51103365,0.30755988,0.039654378,0.2803346,0.25314128,10.058126,https://storage.googleapis.com/pretty_cats/image_0.jpg
1,0.5443501,0.6014285,0.5728484,0.32268852,0.2474628,0.61107695,0.31596637,0.11696894,0.23407479,0.20787725,0.05289012,0.504743,0.07093038,0.63579464,0.3982149,0.043107398,0.4750992,0.48833296,0.77728105,0.66548824,7.8866243,https://storage.googleapis.com/pretty_cats/image_1.jpg
2,0.6724838,0.37532896,0.33481625,0.39585924,0.28137705,0.70254123,0.69261354,0.19144161,0.52303207,0.47109115,0.13115257,0.77090704,0.08975801,0.6419749,0.66381115,0.06592299,0.19670713,0.33578673,0.6834974,0.14210023,8.362204,https://storage.googleapis.com/pretty_cats/image_2.jpg
3,0.9405566,0.89393353,0.8589953,0.9443943,0.9511615,0.3631381,0.36393738,0.76096,0.83122313,0.8741274,0.69069964,0.8066025,0.59510887,0.9412368,0.97402376,0.18478273,0.33008853,0.9645738,0.7435708,0.64344835,14.656563,https://storage.googleapis.com/pretty_cats/image_3.jpg
4,0.39477637,0.33639917,0.49420333,0.17453034,0.696275,0.10817589,0.69961005,0.3982364,0.70785415,0.63630676,0.17330979,0.5325424,0.28315923,0.29704243,0.6189887,0.21511684,0.96467906,0.047099937,0.14854708,0.46565703,8.39251,https://storage.googleapis.com/pretty_cats/image_4.jpg
5,0.5964405,0.6052136,0.4594522,0.22910543,0.68648994,0.37520823,0.35865793,0.25435555,0.18155268,0.35236803,0.031893346,0.58334845,0.044873733,0.603397,0.29615623,0.011135032,0.29982543,0.32517225,0.3511081,0.3595679,7.0053215,https://storage.googleapis.com/pretty_cats/image_5.jpg
6,0.72513264,0.4072786,0.64626795,0.5348152,0.66813296,0.4483475,0.7850908,0.5733346,0.87074196,0.6808496,0.48162192,0.5672831,0.49910304,0.29919595,0.8853514,0.48914653,0.7201281,0.1624161,0.2704614,0.45419413,11.168893,https://storage.googleapis.com/pretty_cats/image_6.jpg
7,0.47133255,0.21861984,0.39480233,0.3775071,0.17865705,0.39637887,0.4063392,0.20326608,0.3121562,0.18837588,0.5753224,0.7317428,0.39492857,0.16031222,0.40653384,0.24179032,0.49950746,0.10796372,0.30943766,0.13350919,6.7084827,https://storage.googleapis.com/pretty_cats/image_7.jpg
8,0.8337242,0.7592115,0.75251985,0.45403576,0.2257498,0.9925977,0.9077581,0.19452377,0.25354502,0.6480523,0.2888139,0.93197167,0.43713117,0.8462668,0.21691701,0.1553338,0.6754841,0.815037,0.65773726,0.24312823,11.289537,https://storage.googleapis.com/pretty_cats/image_8.jpg
9,0.27416155,0.23999618,0.5342129,0.38810742,0.68523735,0.21034718,0.73994356,0.30899277,0.86011827,0.2570647,0.5690245,0.6835924,0.35863423,0.59987754,0.6665689,0.34004033,0.47391355,0.066356406,0.8350694,0.29322618,9.384485,https://storage.googleapis.com/pretty_cats/image_9.jpg
10,0.8169498,0.4473278,0.8436447,0.6871898,0.8250191,0.78173053,0.69652873,0.6610529,0.84915036,0.6074658,0.70587647,0.68585455,0.54777783,0.6100924,0.9721014,0.6180427,0.29608268,0.4687146,0.5534558,0.56945425,13.243511,https://storage.googleapis.com/pretty_cats/image_10.jpg
11,0.82026035,0.78443104,0.17667523,0.69526446,0.45037073,0.9724937,0.8757178,0.21241544,0.05384462,0.3617991,0.1852026,0.68485916,0.23674604,0.7584523,0.44675824,0.24521595,0.82407045,0.50335926,0.27235895,0.6820826,10.242376,https://storage.googleapis.com/pretty_cats/image_11.jpg
12,0.87909144,0.13522783,0.7778577,0.52919024,0.71873325,0.34202233,0.61027837,0.82345295,0.98310536,0.915433,0.56694365,0.2586181,0.7730287,0.6376471,0.9425269,0.24728878,0.91111654,0.05342117,0.3109477,0.3345546,11.750484,https://storage.googleapis.com/pretty_cats/image_12.jpg
13,0.86281735,0.37932897,0.53082037,0.6248731,0.69168776,0.22993381,0.71943635,0.820226,0.730943,0.81759155,0.49751142,0.20313297,0.52275324,0.62357926,0.9611737,0.628109,0.79954296,0.15607674,0.2552733,0.48799172,11.542803,https://storage.googleapis.com/pretty_cats/image_13.jpg
14,0.55687404,0.46103904,0.37034637,0.4200382,0.20780817,0.7696853,0.6051425,0.49779704,0.5652627,0.10242178,0.535413,0.43605304,0.3505347,0.42788687,0.62825376,0.5664959,0.37843442,0.35902652,0.4146706,0.43389434,9.08708,https://storage.googleapis.com/pretty_cats/image_14.jpg
15,0.97241366,0.87154895,0.2619566,0.53184766,0.61828136,0.8842229,0.8886758,0.44381276,0.023422126,0.84150314,0.099221736,0.71771955,0.15292476,0.87997276,0.83659863,0.12396278,0.93819827,0.8134258,0.58404785,0.7811774,12.264935,https://storage.googleapis.com/pretty_cats/image_15.jpg
16,0.6437629,0.28457797,0.51159173,0.5107948,0.17571095,0.96055156,0.7623435,0.7384485,0.33025348,0.7052461,0.17496794,0.8326466,0.49771214,0.6115931,0.46844536,0.27098033,0.20029876,0.16058794,0.34737495,0.16786458,9.355753,https://storage.googleapis.com/pretty_cats/image_16.jpg
17,0.76957715,0.4880985,0.46011075,0.61568105,0.5936116,0.31515566,0.65295446,0.38910347,0.67313796,0.62434185,0.303988,0.49046966,0.3438063,0.48597702,0.7638315,0.2447753,0.50271696,0.17989355,0.6177658,0.49295235,10.007949,https://storage.googleapis.com/pretty_cats/image_17.jpg
18,0.9692879,0.77057606,0.89679915,0.9294703,0.8864517,0.53929883,0.75321186,0.6603332,0.7835392,0.962339,0.9110034,0.9328343,0.78121984,0.89354676,0.9709392,0.47085446,0.97321755,0.6079946,0.3509669,0.21788892,15.261775,https://storage.googleapis.com/pretty_cats/image_18.jpg
19,0.8693597,0.47954652,0.6395967,0.7365187,0.8865797,0.6573043,0.8358406,0.88341767,0.76188195,0.9025387,0.38090423,0.38170564,0.40488884,0.5301733,0.9420091,0.21999957,0.65166104,0.5284626,0.24240172,0.32769814,12.262488,https://storage.googleapis.com/pretty_cats/image_19.jpg
20,0.92626673,0.9182214,0.9288816,0.8995079,0.9914772,0.06917389,0.32376084,0.87169856,0.78846806,0.7572489,0.961656,0.78918546,0.6239029,0.93157446,0.984658,0.3062656,0.53031445,0.62068135,0.20777898,0.50104904,13.931772,https://storage.googleapis.com/pretty_cats/image_20.jpg
21,0.930018,0.28599045,0.7725431,0.6458615,0.65274006,0.6339544,0.571973,0.397895,0.84290236,0.57611305,0.384198,0.73489577,0.6877869,0.41785827,0.68406785,0.22641958,0.7327883,0.45266777,0.5141011,0.60785776,11.752631,https://storage.googleapis.com/pretty_cats/image_21.jpg
22,0.5665315,0.36750388,0.29487446,0.46507573,0.2655995,0.39078096,0.7380548,0.41883573,0.66440207,0.66332954,0.060041316,0.33666238,0.097178005,0.31540808,0.40730026,0.1594297,0.51918614,0.02324106,0.3042314,0.36680943,7.424476,https://storage.googleapis.com/pretty_cats/image_22.jpg
23,0.9321566,0.57920426,0.87191045,0.88448316,0.8440155,0.5381091,0.8167004,0.67112756,0.83046824,0.86804986,0.7770627,0.8341677,0.5173513,0.69890577,0.95681834,0.2113367,0.20552503,0.30863044,0.5943834,0.36574864,13.306154,https://storage.googleapis.com/pretty_cats/image_23.jpg
24,0.894672,0.68492335,0.6614267,0.7656484,0.60203004,0.7518187,0.556498,0.5081408,0.7190732,0.54297876,0.7292935,0.62014866,0.6371578,0.7061441,0.93036294,0.4143924,0.6428044,0.6658525,0.3850887,0.652916,13.071371,https://storage.googleapis.com/pretty_cats/image_24.jpg
25,0.7097623,0.34688863,0.7392287,0.52438515,0.33231294,0.7734434,0.7009732,0.70133644,0.8256169,0.6320189,0.40957636,0.67299145,0.40750933,0.2855657,0.56443053,0.7404413,0.30909133,0.068758585,0.10451302,0.26753446,10.116379,https://storage.googleapis.com/pretty_cats/image_25.jpg
26,0.9763021,0.56648046,0.77373236,0.7608152,0.8481125,0.9730594,0.92117345,0.8691368,0.6454679,0.96558005,0.27860743,0.805516,0.4881881,0.5802392,0.9854488,0.7416733,0.8216626,0.83380306,0.35478622,0.3858514,14.575638,https://storage.googleapis.com/pretty_cats/image_26.jpg
27,0.74547476,0.5418478,0.66041154,0.7309832,0.71844316,0.30891702,0.768231,0.8451361,0.64206916,0.7628063,0.32985914,0.7697192,0.6352781,0.48801365,0.87723976,0.2919802,0.3509065,0.8565585,0.5470581,0.4245569,12.29549,https://storage.googleapis.com/pretty_cats/image_27.jpg
28,0.71307,0.4156422,0.29704124,0.6093362,0.19269894,0.6736996,0.70767426,0.21198626,0.50935686,0.530208,0.35113198,0.7903009,0.35191593,0.32063973,0.43990055,0.5249978,0.6246317,0.33544227,0.49970865,0.52671844,9.626101,https://storage.googleapis.com/pretty_cats/image_28.jpg
29,0.81588227,0.39382887,0.59633625,0.5396149,0.29957044,0.9322351,0.8812319,0.16552961,0.7957868,0.55864495,0.21628138,0.75219816,0.36265308,0.2467942,0.71547025,0.87247026,0.5864743,0.20515652,0.65322846,0.503704,11.093092,https://storage.googleapis.com/pretty_cats/image_29.jpg
30,0.6312494,0.31163794,0.32596126,0.47525805,0.45401302,0.17173055,0.29397818,0.3482948,0.41868067,0.6091418,0.25558707,0.6949767,0.43675953,0.4434178,0.6812245,0.085340366,0.7071785,0.07063493,0.45585665,0.6019958,8.472918,https://storage.googleapis.com/pretty_cats/image_30.jpg
31,0.6723149,0.13077421,0.27595213,0.48647255,0.60505724,0.48997584,0.93402404,0.8055667,0.91555244,0.9331635,0.10387727,0.4380944,0.23255582,0.22567114,0.89060473,0.82243496,0.6066819,0.37558568,0.4767814,0.49526516,10.916408,https://storage.googleapis.com/pretty_cats/image_31.jpg
32,0.8858853,0.6262077,0.840444,0.7400434,0.79145074,0.76549643,0.5888554,0.4908953,0.46406278,0.5263689,0.778324,0.8720042,0.5403991,0.7102532,0.8848026,0.41373667,0.12626956,0.9752587,0.858613,0.6136648,13.493034,https://storage.googleapis.com/pretty_cats/image_32.jpg
33,0.53558755,0.7711296,0.7370802,0.8368259,0.640721,0.83846,0.5899513,0.45271125,0.099306144,0.6591837,0.21821056,0.5363807,0.07157079,0.46828908,0.9350441,0.016989833,0.14178269,0.3406608,0.28311276,0.40934485,9.582342,https://storage.googleapis.com/pretty_cats/image_33.jpg
34,0.9313145,0.79731035,0.97482634,0.94736046,0.9201844,0.28156337,0.2541527,0.92234194,0.6030482,0.83918315,0.9551051,0.9246296,0.79203856,0.90829307,0.9876522,0.34267423,0.2059361,0.9729902,0.60916096,0.33142862,14.501194,https://storage.googleapis.com/pretty_cats/image_34.jpg
35,0.53193605,0.5470648,0.16046378,0.25059062,0.32802472,0.6228407,0.77432483,0.12840597,0.462309,0.49470347,0.020413054,0.7150697,0.04294695,0.45199445,0.042704497,0.09854023,0.34107003,0.27821696,0.7053765,0.5146881,7.5116844,https://storage.googleapis.com/pretty_cats/image_35.jpg
36,0.8481503,0.5319322,0.3029708,0.76101506,0.4341328,0.53312117,0.81730664,0.55161333,0.22932446,0.3650861,0.7459475,0.5863142,0.2832994,0.53078187,0.78497976,0.3231798,0.5382011,0.20722789,0.80962723,0.53691095,10.721123,https://storage.googleapis.com/pretty_cats/image_36.jpg
37,0.55917156,0.18773808,0.40997863,0.16959168,0.12811424,0.45578992,0.8359771,0.1087861,0.26441625,0.31828234,0.08973744,0.8660961,0.43811837,0.31291518,0.04459514,0.5021429,0.247885,0.4458316,0.77396363,0.42672607,7.585858,https://storage.googleapis.com/pretty_cats/image_37.jpg
38,0.5876792,0.5281793,0.39586285,0.4052837,0.7504099,0.27828705,0.59437054,0.32842973,0.62479174,0.7109216,0.116049714,0.47956702,0.11150813,0.64116263,0.7732521,0.05468307,0.24479927,0.26320565,0.4239359,0.46698898,8.779368,https://storage.googleapis.com/pretty_cats/image_38.jpg
39,0.94109136,0.4554129,0.721411,0.8525774,0.7030348,0.49048015,0.7527999,0.81724226,0.8220759,0.641914,0.85230297,0.63840526,0.64281267,0.64042634,0.96435356,0.589192,0.62899375,0.570358,0.50736564,0.3563911,13.588641,https://storage.googleapis.com/pretty_cats/image_39.jpg
40,0.38842046,0.15412644,0.31775987,0.04625024,0.024298063,0.3937943,0.46840256,0.06335955,0.447656,0.17574023,0.024891967,0.27214617,0.11495735,0.15883428,0.04736103,0.059785746,0.23063636,0.066269256,0.38486335,0.42266938,4.2622223,https://storage.googleapis.com/pretty_cats/image_40.jpg
41,0.8991646,0.5737703,0.58328354,0.6861298,0.6052564,0.753086,0.73326683,0.7114771,0.18675697,0.66152495,0.45637855,0.22975454,0.4629904,0.6318947,0.771778,0.7248543,0.84144175,0.6918321,0.6785246,0.69953394,12.582701,https://storage.googleapis.com/pretty_cats/image_41.jpg
42,0.8694777,0.7987304,0.88639563,0.9146059,0.8001649,0.2533097,0.31237373,0.48274726,0.12914166,0.82552797,0.6325413,0.9285543,0.7698615,0.9328486,0.8297252,0.07077643,0.94104904,0.9329198,0.8280841,0.6927341,13.831568,https://storage.googleapis.com/pretty_cats/image_42.jpg
43,0.7913944,0.47430587,0.2875013,0.35700643,0.61708456,0.26334068,0.48391896,0.37410223,0.22348794,0.26936015,0.29953203,0.409795,0.32751748,0.45782647,0.6177883,0.26645905,0.34741732,0.21704955,0.36985767,0.4878464,7.9425917,https://storage.googleapis.com/pretty_cats/image_43.jpg
44,0.9024892,0.65748256,0.67200637,0.83105874,0.63155884,0.93753046,0.81431746,0.5093978,0.6096036,0.85355884,0.5396661,0.5971459,0.28460318,0.6488493,0.91207725,0.38852602,0.88242924,0.45434543,0.52650017,0.54688466,13.20003,https://storage.googleapis.com/pretty_cats/image_44.jpg
45,0.944685,0.61819446,0.54889166,0.49424958,0.791794,0.60006386,0.8899956,0.3511029,0.37068626,0.90253246,0.20495473,0.9172558,0.19521503,0.88998663,0.7840583,0.16658428,0.75676435,0.40651402,0.9108732,0.50253725,12.246941,https://storage.googleapis.com/pretty_cats/image_45.jpg
46,0.7718761,0.27041736,0.59994215,0.61767435,0.70492125,0.07775573,0.7444801,0.6558115,0.93069434,0.7623087,0.6186558,0.5910738,0.56487876,0.28383026,0.8866169,0.78382784,0.8920772,0.09488586,0.3979937,0.58863884,11.838361,https://storage.googleapis.com/pretty_cats/image_46.jpg
47,0.6833609,0.56436765,0.17803462,0.6658487,0.05645794,0.75804913,0.33801055,0.22521353,0.1445944,0.18633582,0.25639609,0.6726447,0.7353051,0.4496357,0.44779512,0.44501415,0.38041407,0.44519505,0.8771563,0.54501426,9.054843,https://storage.googleapis.com/pretty_cats/image_47.jpg
48,0.7306466,0.6390368,0.58627814,0.3344158,0.248255,0.84652394,0.5824701,0.6543492,0.14827034,0.39964414,0.23340966,0.44830033,0.4129014,0.36488053,0.352476,0.24975376,0.377798,0.90393656,0.55208737,0.62356985,9.689004,https://storage.googleapis.com/pretty_cats/image_48.jpg
49,0.7162988,0.28233454,0.39372143,0.45800447,0.6019583,0.37174004,0.891435,0.6119256,0.65239066,0.48346645,0.42930645,0.6049164,0.36162958,0.45808446,0.54188377,0.25684398,0.3933823,0.083804965,0.6262032,0.4732949,9.692626,https://storage.googleapis.com/pretty_cats/image_49.jpg
50,0.8554504,0.84555703,0.7770502,0.7040556,0.878237,0.59909254,0.49492377,0.541226,0.7302031,0.7501544,0.66681975,0.7260289,0.2668436,0.83350945,0.86392456,0.34355164,0.27168173,0.9109527,0.55359346,0.6767659,13.289621,https://storage.googleapis.com/pretty_cats/image_50.jpg
51,0.42108497,0.6949941,0.816493,0.5012193,0.69112813,0.39450938,0.5491467,0.41137454,0.17236087,0.4546722,0.6643527,0.93827003,0.82246256,0.6622374,0.64494216,0.2894419,0.51208544,0.9758303,0.98231745,0.83866453,12.437588,https://storage.googleapis.com/pretty_cats/image_51.jpg
52,0.98153114,0.95695335,0.85999316,0.85077375,0.9725189,0.2911202,0.487245,0.70015335,0.3579067,0.9329076,0.8064391,0.96591246,0.38430676,0.9836378,0.94622016,0.09366295,0.8155122,0.90381414,0.6198413,0.55995333,14.470405,https://storage.googleapis.com/pretty_cats/image_52.jpg
53,0.655607,0.4587678,0.42294264,0.656167,0.5719987,0.7324517,0.72436106,0.43213546,0.85362864,0.6723679,0.29968894,0.67235273,0.16154203,0.49753,0.6600966,0.15443552,0.41827264,0.18424407,0.4650159,0.46120256,10.154808,https://storage.googleapis.com/pretty_cats/image_53.jpg
54,0.7732347,0.59761614,0.6347012,0.72373027,0.75403523,0.5652195,0.5150164,0.4284543,0.38685846,0.46437165,0.7752464,0.6702922,0.5709739,0.51190865,0.9044557,0.12174569,0.5846061,0.78248173,0.7508084,0.74659395,12.262352,https://storage.googleapis.com/pretty_cats/image_54.jpg
55,0.9209983,0.59459907,0.634396,0.83844537,0.5902949,0.45334268,0.3776402,0.55471826,0.3521178,0.62156606,0.69983166,0.5231772,0.37480053,0.5565055,0.97735596,0.09422614,0.30926734,0.4922911,0.15854499,0.30674967,10.430868,https://storage.googleapis.com/pretty_cats/image_55.jpg
56,0.11512901,0.0696036,0.4623877,0.11235809,0.39262745,0.47699502,0.5005007,0.5167498,0.5925731,0.31588683,0.09465057,0.34632668,0.38798648,0.07722464,0.80738235,0.17640929,0.18299317,0.023358645,0.09482772,0.3709301,6.1169014,https://storage.googleapis.com/pretty_cats/image_56.jpg
57,0.7999913,0.22943707,0.30831552,0.48204336,0.20079693,0.9404322,0.93202114,0.30148092,0.69575894,0.5774693,0.1832708,0.6932653,0.30327338,0.325356,0.46102765,0.7696076,0.76756537,0.41739902,0.64772207,0.5634385,10.599673,https://storage.googleapis.com/pretty_cats/image_57.jpg
58,0.49232593,0.38622844,0.21561289,0.31774414,0.2778567,0.6565972,0.19913882,0.3408922,0.20772687,0.369061,0.07570335,0.71398616,0.14996293,0.18920751,0.2922417,0.018824287,0.017099923,0.80738324,0.22891684,0.63863814,6.5951476,https://storage.googleapis.com/pretty_cats/image_58.jpg
59,0.03879003,0.058127522,0.6284671,0.05998677,0.14404935,0.33745253,0.35533568,0.26320678,0.21794191,0.008112866,0.41427714,0.17190588,0.4832288,0.011573708,0.4184843,0.39354387,0.14470366,0.23753896,0.5921425,0.3146055,5.293475,https://storage.googleapis.com/pretty_cats/image_59.jpg
60,0.6275782,0.4486414,0.5180324,0.36353743,0.6585037,0.60959405,0.17783123,0.602089,0.41578397,0.28400785,0.067996405,0.38688105,0.20704995,0.34532258,0.63804144,0.25761437,0.07174259,0.95977616,0.3000205,0.6090433,8.5490885,https://storage.googleapis.com/pretty_cats/image_60.jpg
61,0.27190974,0.2799892,0.6634033,0.5903535,0.7569669,0.37947267,0.7257508,0.6887318,0.23843035,0.3724691,0.29743287,0.45732653,0.69246125,0.0632286,0.8868089,0.37640324,0.44576138,0.73102486,0.75573456,0.6985367,10.372196,https://storage.googleapis.com/pretty_cats/image_61.jpg
62,0.35305348,0.23627247,0.694931,0.27619648,0.71843237,0.26462626,0.49472922,0.3851795,0.7179004,0.35456532,0.39585102,0.4540726,0.5563939,0.27654892,0.76809,0.09742746,0.117988326,0.5826251,0.58957005,0.6802276,9.014681,https://storage.googleapis.com/pretty_cats/image_62.jpg
63,0.8138194,0.84764826,0.75802076,0.39451346,0.8435785,0.017860446,0.21009447,0.68877316,0.3029394,0.55054134,0.6704279,0.8070998,0.40764517,0.9090432,0.6412017,0.18635637,0.89201516,0.7116959,0.61853117,0.6197167,11.891522,https://storage.googleapis.com/pretty_cats/image_63.jpg
64,0.71032655,0.65454805,0.8043804,0.6444493,0.88249534,0.054204796,0.27901128,0.76739347,0.32982752,0.5258206,0.8221794,0.90066403,0.8167038,0.7295299,0.8892467,0.22350016,0.5629256,0.9564803,0.9214393,0.7123776,13.187504,https://storage.googleapis.com/pretty_cats/image_64.jpg
65,0.8083487,0.5304603,0.49117416,0.48814377,0.15615943,0.82749844,0.4180221,0.41793114,0.09900306,0.37797734,0.51302,0.7001942,0.58845824,0.5258587,0.52481854,0.49068797,0.65512055,0.40175566,0.5298374,0.64160794,10.186078,https://storage.googleapis.com/pretty_cats/image_65.jpg
66,0.92322755,0.85284144,0.82992804,0.8402298,0.85279524,0.3141611,0.43703637,0.71525776,0.844833,0.8921192,0.74608594,0.8444987,0.6574186,0.7754072,0.8792588,0.33204046,0.830508,0.25387114,0.06213368,0.562836,13.446488,https://storage.googleapis.com/pretty_cats/image_66.jpg
67,0.7015402,0.21944465,0.17724274,0.21273118,0.31684425,0.90568185,0.9198489,0.58743286,0.28312707,0.6750332,0.18566182,0.71084476,0.61838394,0.5800036,0.106515296,0.6165242,0.9402089,0.6180859,0.50380653,0.7955706,10.674532,https://storage.googleapis.com/pretty_cats/image_67.jpg
68,0.9403649,0.54176635,0.75843096,0.8002179,0.591867,0.70022583,0.7443505,0.3369755,0.63479453,0.74135554,0.5802666,0.8921573,0.66948116,0.71904314,0.8261591,0.25063756,0.46641743,0.9517549,0.9142817,0.6554489,13.715997,https://storage.googleapis.com/pretty_cats/image_68.jpg
69,0.3962461,0.31537056,0.21414557,0.45581782,0.28363955,0.025277765,0.23601581,0.20738491,0.59209275,0.126683,0.2308632,0.20978382,0.21774983,0.31809032,0.04565537,0.23520687,0.7191834,0.0671296,0.32297292,0.26178515,5.481094,https://storage.googleapis.com/pretty_cats/image_69.jpg
70,0.73278904,0.29405499,0.6285027,0.68578506,0.50131845,0.7718153,0.8098767,0.57557636,0.7361531,0.5038199,0.5856646,0.4351944,0.33773705,0.25755382,0.96650076,0.5713612,0.43586025,0.08204843,0.09527217,0.29293257,10.299817,https://storage.googleapis.com/pretty_cats/image_70.jpg
71,0.80283827,0.60764813,0.7822417,0.6723872,0.7320927,0.30747458,0.58141685,0.61974096,0.4239731,0.50736517,0.30445352,0.73876184,0.68595725,0.89364165,0.6233249,0.8102515,0.99001324,0.41867557,0.89026856,0.5834013,12.975927,https://storage.googleapis.com/pretty_cats/image_71.jpg
72,0.5422162,0.39296502,0.7259765,0.6509931,0.75944394,0.122339375,0.22386417,0.6746088,0.44381747,0.47039258,0.7327132,0.43931976,0.21668287,0.2538845,0.90978104,0.10049505,0.21156028,0.17875364,0.011365051,0.15955526,8.220728,https://storage.googleapis.com/pretty_cats/image_72.jpg
73,0.7774438,0.32043785,0.44073442,0.5681224,0.41973808,0.8366151,0.84100336,0.3722449,0.6373218,0.5599843,0.7449906,0.5935936,0.82846475,0.42393306,0.60688895,0.88108253,0.55489117,0.11061461,0.4646781,0.72491825,11.707702,https://storage.googleapis.com/pretty_cats/image_73.jpg
