leaderboard_position,image_number,image_url,pretty_similarity,ugly_similarity,global_score,pretty_logit,ugly_logit,pretty_probability,ugly_probability
25,9335,https://storage.googleapis.com/pretty_cats/image_9335.jpg,0.28840774297714233,0.25966110825538635,0.02874663472175598,28.840776443481445,25.966110229492188,0.9465797543525696,0.05342020466923714
26,3200,https://storage.googleapis.com/pretty_cats/image_3200.jpg,0.3087242841720581,0.280021607875824,0.02870267629623413,30.8724308013916,28.00216293334961,0.9463568925857544,0.05364304780960083
27,725,https://storage.googleapis.com/pretty_cats/image_725.jpg,0.2994873523712158,0.2708030641078949,0.028684288263320923,29.94873809814453,27.08030891418457,0.9462634921073914,0.05373646691441536
28,8313,https://storage.googleapis.com/pretty_cats/image_8313.jpg,0.29126185178756714,0.2626689672470093,0.02859288454055786,29.126188278198242,26.26689910888672,0.9457968473434448,0.054203130304813385
29,7737,https://storage.googleapis.com/pretty_cats/image_7737.jpg,0.2933666706085205,0.2650083303451538,0.0283583402633667,29.336669921875,26.500835418701172,0.9445818066596985,0.05541818588972092
30,6703,https://storage.googleapis.com/pretty_cats/image_6703.jpg,0.28974053263664246,0.2615507245063782,0.028189808130264282,28.97405242919922,26.155071258544922,0.9436929225921631,0.056307047605514526
31,5462,https://storage.googleapis.com/pretty_cats/image_5462.jpg,0.27978575229644775,0.2516540586948395,0.028131693601608276,27.97857666015625,25.165407180786133,0.9433833360671997,0.056616656482219696
32,556,https://storage.googleapis.com/pretty_cats/image_556.jpg,0.28302931785583496,0.2549324035644531,0.028096914291381836,28.30293083190918,25.493242263793945,0.9431971907615662,0.056802865117788315
33,920,https://storage.googleapis.com/pretty_cats/image_920.jpg,0.29856789112091064,0.27048420906066895,0.0280836820602417,29.85679054260254,27.048416137695312,0.9431266784667969,0.05687331408262253
34,9032,https://storage.googleapis.com/pretty_cats/image_9032.jpg,0.30017656087875366,0.27214378118515015,0.028032779693603516,30.017658233642578,27.214380264282227,0.9428527355194092,0.057147301733493805
35,6597,https://storage.googleapis.com/pretty_cats/image_6597.jpg,0.2893771529197693,0.26138705015182495,0.027990102767944336,28.93771743774414,26.13870620727539,0.9426224231719971,0.057377636432647705
36,6291,https://storage.googleapis.com/pretty_cats/image_6291.jpg,0.2929457426071167,0.26499930024147034,0.027946442365646362,29.294572830200195,26.499929428100586,0.9423856139183044,0.05761432275176048
37,8246,https://storage.googleapis.com/pretty_cats/image_8246.jpg,0.3140966594219208,0.28621524572372437,0.02788141369819641,31.40966796875,28.62152671813965,0.9420316219329834,0.0579683780670166
38,1075,https://storage.googleapis.com/pretty_cats/image_1075.jpg,0.29586243629455566,0.2681063115596771,0.02775612473487854,29.586246490478516,26.810632705688477,0.9413437843322754,0.05865627899765968
39,5614,https://storage.googleapis.com/pretty_cats/image_5614.jpg,0.2860068678855896,0.2582758367061615,0.0277310311794281,28.600685119628906,25.827585220336914,0.9412047863006592,0.05879523977637291
40,9744,https://storage.googleapis.com/pretty_cats/image_9744.jpg,0.29877644777297974,0.271215558052063,0.027560889720916748,29.877647399902344,27.121557235717773,0.9402563571929932,0.059743620455265045
41,5194,https://storage.googleapis.com/pretty_cats/image_5194.jpg,0.30560702085494995,0.2780720591545105,0.027534961700439453,30.560705184936523,27.807207107543945,0.9401106238365173,0.059889402240514755
42,7707,https://storage.googleapis.com/pretty_cats/image_7707.jpg,0.27533191442489624,0.2478349804878235,0.027496933937072754,27.533193588256836,24.78350067138672,0.9398960471153259,0.06010400131344795
43,9889,https://storage.googleapis.com/pretty_cats/image_9889.jpg,0.31953874230384827,0.29217857122421265,0.02736017107963562,31.953876495361328,29.217859268188477,0.9391187429428101,0.06088121980428696
44,6583,https://storage.googleapis.com/pretty_cats/image_6583.jpg,0.2766077518463135,0.24926166236400604,0.027346089482307434,27.660778045654297,24.92616844177246,0.9390382170677185,0.06096174567937851
